Plus Sign<br/><br/>What does this glyph look like?,+ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to symbol documentation</a>,Name->Sym
"& is a monadic operator with an ambivalent derived function. & spawns a new thread in which f is applied to its argument Y (monadic case) or between its arguments X and Y (dyadic case). The shy result of this application is the number of the newly created thread. <br/> When function f terminates, its result (if any), the thread result, is returned. If the thread number is the subject of an active ⎕TSYNC, the thread result appears as the result of ⎕TSYNC. If no ⎕TSYNC is in effect, the thread result is displayed in the session in the normal fashion. <br/> Note that & can be used in conjunction with the each operator ¨ to launch many threads in parallel.<br/><br/>What is the name of this glyph?",Spawn <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Ampersand.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Spawn.htm'>Take me to primitive function documentation</a>,Docs->Name
: Spawn<br/><br/>What does this glyph look like?,& <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Ampersand.htm'>Take me to symbol documentation</a>,Name->Sym
"& is a monadic operator with an ambivalent derived function. & spawns a new thread in which f is applied to its argument Y (monadic case) or between its arguments X and Y (dyadic case). The shy result of this application is the number of the newly created thread. <br/> When function f terminates, its result (if any), the thread result, is returned. If the thread number is the subject of an active ⎕TSYNC, the thread result appears as the result of ⎕TSYNC. If no ⎕TSYNC is in effect, the thread result is displayed in the session in the normal fashion. <br/> Note that & can be used in conjunction with the each operator ¨ to launch many threads in parallel.<br/><br/>What does this glyph look like?",& <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Ampersand.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Spawn.htm'>Take me to primitive function documentation</a>,Docs->Sym
Spawn<br/><br/>What does this glyph do?,"& is a monadic operator with an ambivalent derived function. & spawns a new thread in which f is applied to its argument Y (monadic case) or between its arguments X and Y (dyadic case). The shy result of this application is the number of the newly created thread. <br/> When function f terminates, its result (if any), the thread result, is returned. If the thread number is the subject of an active ⎕TSYNC, the thread result appears as the result of ⎕TSYNC. If no ⎕TSYNC is in effect, the thread result is displayed in the session in the normal fashion. <br/> Note that & can be used in conjunction with the each operator ¨ to launch many threads in parallel. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Ampersand.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Spawn.htm'>Take me to primitive function documentation</a>",Name->Docs
"& is a monadic operator with an ambivalent derived function. & spawns a new thread in which f is applied to its argument Y (monadic case) or between its arguments X and Y (dyadic case). The shy result of this application is the number of the newly created thread. <br/> When function f terminates, its result (if any), the thread result, is returned. If the thread number is the subject of an active ⎕TSYNC, the thread result appears as the result of ⎕TSYNC. If no ⎕TSYNC is in effect, the thread result is displayed in the session in the normal fashion. <br/> Note that & can be used in conjunction with the each operator ¨ to launch many threads in parallel.<br/><br/>What is the name of this glyph?",Spawn <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Ampersand.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Spawn.htm'>Take me to primitive function documentation</a>,Docs->Name
&<br/><br/>What does this glyph do?,"& is a monadic operator with an ambivalent derived function. & spawns a new thread in which f is applied to its argument Y (monadic case) or between its arguments X and Y (dyadic case). The shy result of this application is the number of the newly created thread. <br/> When function f terminates, its result (if any), the thread result, is returned. If the thread number is the subject of an active ⎕TSYNC, the thread result appears as the result of ⎕TSYNC. If no ⎕TSYNC is in effect, the thread result is displayed in the session in the normal fashion. <br/> Note that & can be used in conjunction with the each operator ¨ to launch many threads in parallel. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Ampersand.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Spawn.htm'>Take me to Link</a>",Sym->Docs
&<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Ampersand <br/> Monadic: Spawn <br/> : Spawn <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Ampersand.htm'>Take me to symbol documentation</a>,Sym->Name
I-Beam<br/><br/>What does this glyph look like?,⌶ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/IBeam.htm#IBeam'>Take me to symbol documentation</a>,Name->Sym
": Monadic operator:  I-Beam

Provides a system-related service
determined by the left-operand value.<![CDATA[
]]><br/><br/>What does this glyph look like?",⌶ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/IBeam.htm#IBeam'>Take me to symbol documentation</a>,Name->Sym
Table 26: Primitive Operators <br/> Table 27: Other Language Elements<br/><br/>What does this glyph look like?,⌶ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/IBeam.htm#IBeam'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Introduction/Language Elements.htm'>Take me to primitive function documentation</a>,Docs->Sym
⌶<br/><br/>What does this glyph do?,Table 26: Primitive Operators <br/> Table 27: Other Language Elements <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/IBeam.htm#IBeam'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Introduction/Language Elements.htm'>Take me to Link</a>,Sym->Docs
⌶<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,"I-Beam <br/> : Monadic operator:  I-Beam

Provides a system-related service
determined by the left-operand value.<![CDATA[
]]> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/IBeam.htm#IBeam'>Take me to symbol documentation</a>",Sym->Name
Variant<br/><br/>What does this glyph look like?,⍠ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Variant.htm#Variant'>Take me to symbol documentation</a>,Name->Sym
⍠<br/><br/>What does this glyph do?,Table 26: Primitive Operators <br/> Table 27: Other Language Elements <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Variant.htm#Variant'>Take me to Link</a>,Sym->Docs
⍠<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Variant <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Variant.htm#Variant'>Take me to symbol documentation</a>,Sym->Name
Quad Equal<br/><br/>What does this glyph look like?,⌸ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a>,Name->Sym
Monadic: Key<br/><br/>What does this glyph look like?,⌸ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a>,Name->Sym
"Classic Edition: the symbol ⌸ is not available in Classic Edition, and the Key operator is instead represented by ⎕U2338. <br/> f may be any dyadic function that returns a result. <br/> If X is specified, it is an array whose major cells specify keys for corresponding major cells of Y.  The Key operator ⌸ applies the function f to each unique key in X and the major cells of Y having that key. <br/> If X is omitted, Y is an array whose major cells represent keys. In this case, the Key operator applies the function f to each unique key in  Y and the  elements of ⍳≢Y having that key.  f⌸Y is the same as Y f⌸⍳≢Y. <br/> The elements of R appear in the order in which they first appear in Y. <br/> Key is similar to the GROUP BY clause in SQL. <br/> ⎕CT and ⎕DCT are  implicit arguments of the Key operator. <br/> In this example, both arrays are vectors so their major cells are their elements. The function {⍺':'⍵} is applied between the unique elements in suits ('Spades' 'Hearts' 'Clubs') and the elements in cards grouped according to their corresponding elements in suits, i.e. ('2' 'Ace'), ('Queen' 'Jack') and (,'4'). <br/> x is a vector of stock codes, y is a corresponding matrix of values. <br/> If we apply the function {⍺ ⍵} to x and y using the ⌸ operator, we can see how the rows (its major cells) of y are grouped according to the corresponding elements (its major cells) of x. <br/> More usefully, we can apply the function {⍺(+⌿⍵)}, which delivers the stock codes and the corresponding totals in y: <br/> There is no need for the function to use its left argument. So to obtain just the totals in y grouped by the stock codes in x: <br/> This example appends the data for a stock into a component file named by the symbol. <br/> Given a list of names and scores., the problem is to sum the scores for each unique name. A solution is presented first without using the Key operator, and then with the Key operator.<br/><br/>What does this glyph look like?",⌸ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Key.htm'>Take me to primitive function documentation</a>,Docs->Sym
Key<br/><br/>What does this glyph do?,"Classic Edition: the symbol ⌸ is not available in Classic Edition, and the Key operator is instead represented by ⎕U2338. <br/> f may be any dyadic function that returns a result. <br/> If X is specified, it is an array whose major cells specify keys for corresponding major cells of Y.  The Key operator ⌸ applies the function f to each unique key in X and the major cells of Y having that key. <br/> If X is omitted, Y is an array whose major cells represent keys. In this case, the Key operator applies the function f to each unique key in  Y and the  elements of ⍳≢Y having that key.  f⌸Y is the same as Y f⌸⍳≢Y. <br/> The elements of R appear in the order in which they first appear in Y. <br/> Key is similar to the GROUP BY clause in SQL. <br/> ⎕CT and ⎕DCT are  implicit arguments of the Key operator. <br/> In this example, both arrays are vectors so their major cells are their elements. The function {⍺':'⍵} is applied between the unique elements in suits ('Spades' 'Hearts' 'Clubs') and the elements in cards grouped according to their corresponding elements in suits, i.e. ('2' 'Ace'), ('Queen' 'Jack') and (,'4'). <br/> x is a vector of stock codes, y is a corresponding matrix of values. <br/> If we apply the function {⍺ ⍵} to x and y using the ⌸ operator, we can see how the rows (its major cells) of y are grouped according to the corresponding elements (its major cells) of x. <br/> More usefully, we can apply the function {⍺(+⌿⍵)}, which delivers the stock codes and the corresponding totals in y: <br/> There is no need for the function to use its left argument. So to obtain just the totals in y grouped by the stock codes in x: <br/> This example appends the data for a stock into a component file named by the symbol. <br/> Given a list of names and scores., the problem is to sum the scores for each unique name. A solution is presented first without using the Key operator, and then with the Key operator. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Key.htm'>Take me to primitive function documentation</a>",Name->Docs
"Classic Edition: the symbol ⌸ is not available in Classic Edition, and the Key operator is instead represented by ⎕U2338. <br/> f may be any dyadic function that returns a result. <br/> If X is specified, it is an array whose major cells specify keys for corresponding major cells of Y.  The Key operator ⌸ applies the function f to each unique key in X and the major cells of Y having that key. <br/> If X is omitted, Y is an array whose major cells represent keys. In this case, the Key operator applies the function f to each unique key in  Y and the  elements of ⍳≢Y having that key.  f⌸Y is the same as Y f⌸⍳≢Y. <br/> The elements of R appear in the order in which they first appear in Y. <br/> Key is similar to the GROUP BY clause in SQL. <br/> ⎕CT and ⎕DCT are  implicit arguments of the Key operator. <br/> In this example, both arrays are vectors so their major cells are their elements. The function {⍺':'⍵} is applied between the unique elements in suits ('Spades' 'Hearts' 'Clubs') and the elements in cards grouped according to their corresponding elements in suits, i.e. ('2' 'Ace'), ('Queen' 'Jack') and (,'4'). <br/> x is a vector of stock codes, y is a corresponding matrix of values. <br/> If we apply the function {⍺ ⍵} to x and y using the ⌸ operator, we can see how the rows (its major cells) of y are grouped according to the corresponding elements (its major cells) of x. <br/> More usefully, we can apply the function {⍺(+⌿⍵)}, which delivers the stock codes and the corresponding totals in y: <br/> There is no need for the function to use its left argument. So to obtain just the totals in y grouped by the stock codes in x: <br/> This example appends the data for a stock into a component file named by the symbol. <br/> Given a list of names and scores., the problem is to sum the scores for each unique name. A solution is presented first without using the Key operator, and then with the Key operator.<br/><br/>What is the name of this glyph?",Key <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Key.htm'>Take me to primitive function documentation</a>,Docs->Name
: Key<br/><br/>What does this glyph look like?,⌸ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a>,Name->Sym
"Classic Edition: the symbol ⌸ is not available in Classic Edition, and the Key operator is instead represented by ⎕U2338. <br/> f may be any dyadic function that returns a result. <br/> If X is specified, it is an array whose major cells specify keys for corresponding major cells of Y.  The Key operator ⌸ applies the function f to each unique key in X and the major cells of Y having that key. <br/> If X is omitted, Y is an array whose major cells represent keys. In this case, the Key operator applies the function f to each unique key in  Y and the  elements of ⍳≢Y having that key.  f⌸Y is the same as Y f⌸⍳≢Y. <br/> The elements of R appear in the order in which they first appear in Y. <br/> Key is similar to the GROUP BY clause in SQL. <br/> ⎕CT and ⎕DCT are  implicit arguments of the Key operator. <br/> In this example, both arrays are vectors so their major cells are their elements. The function {⍺':'⍵} is applied between the unique elements in suits ('Spades' 'Hearts' 'Clubs') and the elements in cards grouped according to their corresponding elements in suits, i.e. ('2' 'Ace'), ('Queen' 'Jack') and (,'4'). <br/> x is a vector of stock codes, y is a corresponding matrix of values. <br/> If we apply the function {⍺ ⍵} to x and y using the ⌸ operator, we can see how the rows (its major cells) of y are grouped according to the corresponding elements (its major cells) of x. <br/> More usefully, we can apply the function {⍺(+⌿⍵)}, which delivers the stock codes and the corresponding totals in y: <br/> There is no need for the function to use its left argument. So to obtain just the totals in y grouped by the stock codes in x: <br/> This example appends the data for a stock into a component file named by the symbol. <br/> Given a list of names and scores., the problem is to sum the scores for each unique name. A solution is presented first without using the Key operator, and then with the Key operator.<br/><br/>What does this glyph look like?",⌸ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Key.htm'>Take me to primitive function documentation</a>,Docs->Sym
Key<br/><br/>What does this glyph do?,"Classic Edition: the symbol ⌸ is not available in Classic Edition, and the Key operator is instead represented by ⎕U2338. <br/> f may be any dyadic function that returns a result. <br/> If X is specified, it is an array whose major cells specify keys for corresponding major cells of Y.  The Key operator ⌸ applies the function f to each unique key in X and the major cells of Y having that key. <br/> If X is omitted, Y is an array whose major cells represent keys. In this case, the Key operator applies the function f to each unique key in  Y and the  elements of ⍳≢Y having that key.  f⌸Y is the same as Y f⌸⍳≢Y. <br/> The elements of R appear in the order in which they first appear in Y. <br/> Key is similar to the GROUP BY clause in SQL. <br/> ⎕CT and ⎕DCT are  implicit arguments of the Key operator. <br/> In this example, both arrays are vectors so their major cells are their elements. The function {⍺':'⍵} is applied between the unique elements in suits ('Spades' 'Hearts' 'Clubs') and the elements in cards grouped according to their corresponding elements in suits, i.e. ('2' 'Ace'), ('Queen' 'Jack') and (,'4'). <br/> x is a vector of stock codes, y is a corresponding matrix of values. <br/> If we apply the function {⍺ ⍵} to x and y using the ⌸ operator, we can see how the rows (its major cells) of y are grouped according to the corresponding elements (its major cells) of x. <br/> More usefully, we can apply the function {⍺(+⌿⍵)}, which delivers the stock codes and the corresponding totals in y: <br/> There is no need for the function to use its left argument. So to obtain just the totals in y grouped by the stock codes in x: <br/> This example appends the data for a stock into a component file named by the symbol. <br/> Given a list of names and scores., the problem is to sum the scores for each unique name. A solution is presented first without using the Key operator, and then with the Key operator. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Key.htm'>Take me to primitive function documentation</a>",Name->Docs
"Classic Edition: the symbol ⌸ is not available in Classic Edition, and the Key operator is instead represented by ⎕U2338. <br/> f may be any dyadic function that returns a result. <br/> If X is specified, it is an array whose major cells specify keys for corresponding major cells of Y.  The Key operator ⌸ applies the function f to each unique key in X and the major cells of Y having that key. <br/> If X is omitted, Y is an array whose major cells represent keys. In this case, the Key operator applies the function f to each unique key in  Y and the  elements of ⍳≢Y having that key.  f⌸Y is the same as Y f⌸⍳≢Y. <br/> The elements of R appear in the order in which they first appear in Y. <br/> Key is similar to the GROUP BY clause in SQL. <br/> ⎕CT and ⎕DCT are  implicit arguments of the Key operator. <br/> In this example, both arrays are vectors so their major cells are their elements. The function {⍺':'⍵} is applied between the unique elements in suits ('Spades' 'Hearts' 'Clubs') and the elements in cards grouped according to their corresponding elements in suits, i.e. ('2' 'Ace'), ('Queen' 'Jack') and (,'4'). <br/> x is a vector of stock codes, y is a corresponding matrix of values. <br/> If we apply the function {⍺ ⍵} to x and y using the ⌸ operator, we can see how the rows (its major cells) of y are grouped according to the corresponding elements (its major cells) of x. <br/> More usefully, we can apply the function {⍺(+⌿⍵)}, which delivers the stock codes and the corresponding totals in y: <br/> There is no need for the function to use its left argument. So to obtain just the totals in y grouped by the stock codes in x: <br/> This example appends the data for a stock into a component file named by the symbol. <br/> Given a list of names and scores., the problem is to sum the scores for each unique name. A solution is presented first without using the Key operator, and then with the Key operator.<br/><br/>What is the name of this glyph?",Key <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Key.htm'>Take me to primitive function documentation</a>,Docs->Name
⌸<br/><br/>What does this glyph do?,"Classic Edition: the symbol ⌸ is not available in Classic Edition, and the Key operator is instead represented by ⎕U2338. <br/> f may be any dyadic function that returns a result. <br/> If X is specified, it is an array whose major cells specify keys for corresponding major cells of Y.  The Key operator ⌸ applies the function f to each unique key in X and the major cells of Y having that key. <br/> If X is omitted, Y is an array whose major cells represent keys. In this case, the Key operator applies the function f to each unique key in  Y and the  elements of ⍳≢Y having that key.  f⌸Y is the same as Y f⌸⍳≢Y. <br/> The elements of R appear in the order in which they first appear in Y. <br/> Key is similar to the GROUP BY clause in SQL. <br/> ⎕CT and ⎕DCT are  implicit arguments of the Key operator. <br/> In this example, both arrays are vectors so their major cells are their elements. The function {⍺':'⍵} is applied between the unique elements in suits ('Spades' 'Hearts' 'Clubs') and the elements in cards grouped according to their corresponding elements in suits, i.e. ('2' 'Ace'), ('Queen' 'Jack') and (,'4'). <br/> x is a vector of stock codes, y is a corresponding matrix of values. <br/> If we apply the function {⍺ ⍵} to x and y using the ⌸ operator, we can see how the rows (its major cells) of y are grouped according to the corresponding elements (its major cells) of x. <br/> More usefully, we can apply the function {⍺(+⌿⍵)}, which delivers the stock codes and the corresponding totals in y: <br/> There is no need for the function to use its left argument. So to obtain just the totals in y grouped by the stock codes in x: <br/> This example appends the data for a stock into a component file named by the symbol. <br/> Given a list of names and scores., the problem is to sum the scores for each unique name. A solution is presented first without using the Key operator, and then with the Key operator. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Key.htm'>Take me to Link</a>",Sym->Docs
⌸<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Quad Equal <br/> Monadic: Key <br/> : Key <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Equal.htm'>Take me to symbol documentation</a>,Sym->Name
Quad Diamond<br/><br/>What does this glyph look like?,⌺ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Diamond.htm'>Take me to symbol documentation</a>,Name->Sym
Dyadic: Stencil<br/><br/>What does this glyph look like?,⌺ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Diamond.htm'>Take me to symbol documentation</a>,Name->Sym
"Classic Edition: the symbol ⌺ is not available in Classic Edition, and the Stencil operator is instead represented by ⎕U233A. <br/> Stencil is used in image processing, artificial neural networks, computational fluid dynamics, cellular automata, and many other fields of application. The computation is sometimes referred to as tessellation, moving window, or stencil code. This operator applies the left operand function f to a series of (possibly overlapping) rectangles in the array Y. <br/> In general, the right operand g is a 2- row matrix of positive non-zero integers with up to ⍴⍴Y columns. The first row contains the rectangle sizes, the second row the movements i.e. how much to move the rectangle in each step. If g is a scalar or vector it specifies the rectangle size and the movement defaults to 1. <br/> The predominant case uses a rectangle size which is odd and a movement of 1. <br/> Rectangles are centred on successive elements of Y and (unless the rectangle size is 1), padded with fill elements. <br/> The first rectangle is centred on the first element of Y preceded by the appropriate number of fill elements. Subsequent rectangles are centred on subsequent elements of Y according to the size of the movement, and padded before or after as appropriate. When the movement is 1, each element of Y in its turn is the middle of a rectangle. <br/> f is invoked dyadically with a vector left argument indicating for each axis the number of fill elements and on what side; positive values mean that the padding precedes the array values,
negative values mean that the padding follows the array values. <br/> In the first expression above, the left operand function {⊂⍺ ⍵} simply displays its left and right arguments to illustrate the mechanics of the operation. The right operand (3 3) specifies that each rectangle contains 3 rows and 3 columns, and the movement is 1.  <br/> In order for the first element of Y (1) to be centred, the first rectangle is padded with a row above and a column to the left, as indicated by the left argument (1 1) to the function. <br/> Another way to think about the way Stencil operates is that it portions the array into sections or neighbourhoods in which elements can be analysed with respect to their immediate neighbours. Stencil  has uses in image processing applications. <br/> You can see that the result identifies where there are clusters in y. <br/> If the movement is greater than one, corresponding portions are skipped as shown below. <br/> For even rectangle sizes, the ""middle"" consists of two elements which are moved according to the movement parameter (equal to 1 in these examples).<br/><br/>What does this glyph look like?",⌺ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Diamond.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Stencil.htm'>Take me to primitive function documentation</a>,Docs->Sym
Stencil<br/><br/>What does this glyph do?,"Classic Edition: the symbol ⌺ is not available in Classic Edition, and the Stencil operator is instead represented by ⎕U233A. <br/> Stencil is used in image processing, artificial neural networks, computational fluid dynamics, cellular automata, and many other fields of application. The computation is sometimes referred to as tessellation, moving window, or stencil code. This operator applies the left operand function f to a series of (possibly overlapping) rectangles in the array Y. <br/> In general, the right operand g is a 2- row matrix of positive non-zero integers with up to ⍴⍴Y columns. The first row contains the rectangle sizes, the second row the movements i.e. how much to move the rectangle in each step. If g is a scalar or vector it specifies the rectangle size and the movement defaults to 1. <br/> The predominant case uses a rectangle size which is odd and a movement of 1. <br/> Rectangles are centred on successive elements of Y and (unless the rectangle size is 1), padded with fill elements. <br/> The first rectangle is centred on the first element of Y preceded by the appropriate number of fill elements. Subsequent rectangles are centred on subsequent elements of Y according to the size of the movement, and padded before or after as appropriate. When the movement is 1, each element of Y in its turn is the middle of a rectangle. <br/> f is invoked dyadically with a vector left argument indicating for each axis the number of fill elements and on what side; positive values mean that the padding precedes the array values,
negative values mean that the padding follows the array values. <br/> In the first expression above, the left operand function {⊂⍺ ⍵} simply displays its left and right arguments to illustrate the mechanics of the operation. The right operand (3 3) specifies that each rectangle contains 3 rows and 3 columns, and the movement is 1.  <br/> In order for the first element of Y (1) to be centred, the first rectangle is padded with a row above and a column to the left, as indicated by the left argument (1 1) to the function. <br/> Another way to think about the way Stencil operates is that it portions the array into sections or neighbourhoods in which elements can be analysed with respect to their immediate neighbours. Stencil  has uses in image processing applications. <br/> You can see that the result identifies where there are clusters in y. <br/> If the movement is greater than one, corresponding portions are skipped as shown below. <br/> For even rectangle sizes, the ""middle"" consists of two elements which are moved according to the movement parameter (equal to 1 in these examples). <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Diamond.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Stencil.htm'>Take me to primitive function documentation</a>",Name->Docs
"Classic Edition: the symbol ⌺ is not available in Classic Edition, and the Stencil operator is instead represented by ⎕U233A. <br/> Stencil is used in image processing, artificial neural networks, computational fluid dynamics, cellular automata, and many other fields of application. The computation is sometimes referred to as tessellation, moving window, or stencil code. This operator applies the left operand function f to a series of (possibly overlapping) rectangles in the array Y. <br/> In general, the right operand g is a 2- row matrix of positive non-zero integers with up to ⍴⍴Y columns. The first row contains the rectangle sizes, the second row the movements i.e. how much to move the rectangle in each step. If g is a scalar or vector it specifies the rectangle size and the movement defaults to 1. <br/> The predominant case uses a rectangle size which is odd and a movement of 1. <br/> Rectangles are centred on successive elements of Y and (unless the rectangle size is 1), padded with fill elements. <br/> The first rectangle is centred on the first element of Y preceded by the appropriate number of fill elements. Subsequent rectangles are centred on subsequent elements of Y according to the size of the movement, and padded before or after as appropriate. When the movement is 1, each element of Y in its turn is the middle of a rectangle. <br/> f is invoked dyadically with a vector left argument indicating for each axis the number of fill elements and on what side; positive values mean that the padding precedes the array values,
negative values mean that the padding follows the array values. <br/> In the first expression above, the left operand function {⊂⍺ ⍵} simply displays its left and right arguments to illustrate the mechanics of the operation. The right operand (3 3) specifies that each rectangle contains 3 rows and 3 columns, and the movement is 1.  <br/> In order for the first element of Y (1) to be centred, the first rectangle is padded with a row above and a column to the left, as indicated by the left argument (1 1) to the function. <br/> Another way to think about the way Stencil operates is that it portions the array into sections or neighbourhoods in which elements can be analysed with respect to their immediate neighbours. Stencil  has uses in image processing applications. <br/> You can see that the result identifies where there are clusters in y. <br/> If the movement is greater than one, corresponding portions are skipped as shown below. <br/> For even rectangle sizes, the ""middle"" consists of two elements which are moved according to the movement parameter (equal to 1 in these examples).<br/><br/>What is the name of this glyph?",Stencil <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Diamond.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Stencil.htm'>Take me to primitive function documentation</a>,Docs->Name
: Stencil<br/><br/>What does this glyph look like?,⌺ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Diamond.htm'>Take me to symbol documentation</a>,Name->Sym
"Classic Edition: the symbol ⌺ is not available in Classic Edition, and the Stencil operator is instead represented by ⎕U233A. <br/> Stencil is used in image processing, artificial neural networks, computational fluid dynamics, cellular automata, and many other fields of application. The computation is sometimes referred to as tessellation, moving window, or stencil code. This operator applies the left operand function f to a series of (possibly overlapping) rectangles in the array Y. <br/> In general, the right operand g is a 2- row matrix of positive non-zero integers with up to ⍴⍴Y columns. The first row contains the rectangle sizes, the second row the movements i.e. how much to move the rectangle in each step. If g is a scalar or vector it specifies the rectangle size and the movement defaults to 1. <br/> The predominant case uses a rectangle size which is odd and a movement of 1. <br/> Rectangles are centred on successive elements of Y and (unless the rectangle size is 1), padded with fill elements. <br/> The first rectangle is centred on the first element of Y preceded by the appropriate number of fill elements. Subsequent rectangles are centred on subsequent elements of Y according to the size of the movement, and padded before or after as appropriate. When the movement is 1, each element of Y in its turn is the middle of a rectangle. <br/> f is invoked dyadically with a vector left argument indicating for each axis the number of fill elements and on what side; positive values mean that the padding precedes the array values,
negative values mean that the padding follows the array values. <br/> In the first expression above, the left operand function {⊂⍺ ⍵} simply displays its left and right arguments to illustrate the mechanics of the operation. The right operand (3 3) specifies that each rectangle contains 3 rows and 3 columns, and the movement is 1.  <br/> In order for the first element of Y (1) to be centred, the first rectangle is padded with a row above and a column to the left, as indicated by the left argument (1 1) to the function. <br/> Another way to think about the way Stencil operates is that it portions the array into sections or neighbourhoods in which elements can be analysed with respect to their immediate neighbours. Stencil  has uses in image processing applications. <br/> You can see that the result identifies where there are clusters in y. <br/> If the movement is greater than one, corresponding portions are skipped as shown below. <br/> For even rectangle sizes, the ""middle"" consists of two elements which are moved according to the movement parameter (equal to 1 in these examples).<br/><br/>What does this glyph look like?",⌺ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Diamond.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Operators/Stencil.htm'>Take me to primitive function documentation</a>,Docs->Sym
